answer_id,qa_key,question_number_int,phase,question_weight_v3,dimension_primary,dimension_secondary,answer_letter,answer_text,archetype,shadow_type,comm_health_norm,reg_health_norm,love_relational_norm,readiness_norm,pacing_norm,attachment_risk_norm,centered_polarity_norm,reciprocity_signal_norm,integrity_penalty_norm,cluster_penalty_norm,pattern_risk_norm,forecast_norm,pos_agg,chem_agg,risk_agg,risk_band,pos_band,chem_band,access_style_label_v8,conflict_style_label_v8,repair_style_label_v8,attachment_style_label_v8,nervous_system_bias_label_v8,selection_gap_flag_v8
Q25_D,025_D,25,Core,1.1,ValuesLifestyle,IntentAlignment,D,"I keep showing up, but softer. I can't fake confidence I don't feel, so I let them decide what this becomes.",Phantom Seeker,,0.74,0.74,0.7,0.2,0.5222857142857142,0.1773988571428572,0.625,0.5885333333333332,0.0,0.3571428571428572,0.0,0.2,0.5554135534391534,0.5420278319999999,0.1069083428571429,Low,Medium,Low,Selective,Emotional,Re-engage,Mixed,Calm-seeking,Low
Q25_E,025_E,25,Core,1.1,ValuesLifestyle,IntentAlignment,E,"If I have to guess how you feel, I already know. I don't chase someone who wouldn't sprint for me.",Icebox,,0.36,0.28,0.76,0.6,0.656,0.2139893333333334,0.6875,0.6374666666666666,0.0,0.0,0.3333333333333333,0.2,0.6130356910052909,0.7306007986666667,0.1094645333333333,Low,Medium,High,Measured,Avoidant,Delay,Mixed,Mixed,Low
Q26_A,026_A,26,Core,1.1,ValuesLifestyle,IntentAlignment,A,Cool. Won't ask again. I don't repeat myself when it comes to energy.,Icebox,,0.36,0.28,0.76,0.6,0.656,0.2139893333333334,0.6875,0.6374666666666666,0.0,0.0,0.3333333333333333,0.2,0.6130356910052909,0.7306007986666667,0.1094645333333333,Low,Medium,High,Measured,Avoidant,Delay,Mixed,Mixed,Low
Q26_B,026_B,26,Core,1.1,ValuesLifestyle,IntentAlignment,B,"Maybe I was too much. I replay it in my head, wondering if I worded it wrong or came off needy.",Phantom Seeker,,0.74,0.74,0.7,0.2,0.4582857142857142,0.1875588571428572,0.625,0.5518666666666666,0.0,0.3571428571428572,0.0,0.0,0.5106158814814815,0.484543352,0.1089403428571429,Low,Low,Low,Selective,Emotional,Re-engage,Mixed,Calm-seeking,Low
Q26_C,026_C,26,Core,1.1,ValuesLifestyle,IntentAlignment,C,"I bring it up, but lightly, like a joke. If they care, they'll fix it. If they laugh it off again, I note it.",Analyzer,,0.68,0.74,0.72,0.6,0.708,0.1938213333333333,0.5,0.7008,0.0,0.0,0.3333333333333333,0.6,0.7190044063492063,0.5879130026666666,0.1054309333333333,Low,High,Medium,Measured,Logical,Re-engage,Slow-build,Calm-seeking,Low
Q26_D,026_D,26,Core,1.1,ValuesLifestyle,IntentAlignment,D,"I end up doing it myself and tell myself it's fine. I've always handled things alone, so why expect different now?",Survivor,,0.74,0.74,0.7,0.4,0.6342857142857142,0.1537988571428572,0.4374999999999999,0.6611999999999999,0.0,0.3571428571428572,0.0,0.4,0.6441187809523811,0.513076132,0.1021883428571429,Low,Medium,Low,Measured,Emotional,Re-engage,Mixed,Calm-seeking,Low
Q26_E,026_E,26,Core,1.1,ValuesLifestyle,IntentAlignment,E,"I give them the benefit of the doubt... for now. But next time I ask, I'm watching closely.",Romantic Idealist,,0.74,0.48,0.62,0.6,0.7100000000000001,0.084128,0.7499999999999999,0.6898666666666666,0.0,0.0,0.0,0.4,0.6793276656084656,0.6949144159999998,0.0168256,Low,Medium,Medium,Measured,Emotional,Re-engage,Slow-build,Mixed,Low
Q27_A,027_A,27,Core,1.15,ValuesLifestyle,IntentAlignment,A,Noted. That version of me won't show up again. I clock reactions.,Icebox,,0.36,0.28,0.76,0.6,0.6960000000000001,0.095056,0.6875,0.6641333333333332,0.0,0.0,0.0,0.2,0.6209171724867724,0.733930932,0.0190112,Low,Medium,High,Measured,Avoidant,Delay,Slow-build,Mixed,Low
Q27_B,027_B,27,Core,1.15,ValuesLifestyle,IntentAlignment,B,"I say I'm fine, but now I feel weird. I think about how I made it awkward, then wish I'd kept it in.",Phantom Seeker,,0.74,0.74,0.7,0.2,0.4582857142857142,0.1875588571428572,0.625,0.5518666666666666,0.0,0.3571428571428572,0.0,0.0,0.5106158814814815,0.484543352,0.1089403428571429,Low,Low,Low,Selective,Emotional,Re-engage,Mixed,Calm-seeking,Low
Q27_C,027_C,27,Core,1.15,ValuesLifestyle,IntentAlignment,C,"I replay their tone. Then I analyze whether they didn't care, or just didn't know how to respond.",Analyzer,,0.68,0.74,0.72,0.6,0.7839999999999999,0.06984800000000001,0.5,0.7274666666666666,0.0,0.0,0.0,0.6,0.7308858878306878,0.6025842559999999,0.0139696,Low,High,Medium,Measured,Logical,Re-engage,Slow-build,Calm-seeking,Low
Q27_D,027_D,27,Core,1.15,ValuesLifestyle,IntentAlignment,D,"I try to clean it up, like ""Haha never mind,"" so they're not uncomfortable. It's easier if I'm the one holding the weight.",Fixer,,0.74,0.92,0.72,0.4,0.6002857142857143,0.1562308571428571,0.4374999999999999,0.6493333333333332,0.0,0.3571428571428572,0.0,0.4,0.6423307978835979,0.458508036,0.1026747428571429,Low,Medium,Low,Measured,Emotional,Re-engage,Mixed,Calm-seeking,Low
Q27_E,027_E,27,Core,1.15,ValuesLifestyle,IntentAlignment,E,"I let it go in the moment, but the next time they open up, I mirror that same half-hearted energy back.",Quiet Exit,,0.36,0.28,0.76,0.4,0.5586666666666666,0.2733137777777778,0.625,0.5559111111111111,0.0,0.0,0.4444444444444445,0.2,0.5434455252204586,0.6428022142222223,0.1435516444444445,Low,Low,Medium,Selective,Avoidant,Delay,Mixed,Mixed,Low
Q28_A,028_A,28,Core,1.15,ValuesLifestyle,IntentAlignment,A,"I don't confront, I collect. I want to see if they'll admit it before I say anything.",Analyzer,,0.68,0.74,0.72,0.6,0.6679999999999999,0.3127546666666667,0.5,0.6741333333333334,0.0,0.0,0.6666666666666666,0.6,0.7111229248677249,0.5845828693333333,0.1958842666666666,Low,High,Medium,Measured,Logical,Re-engage,Slow-build,Calm-seeking,Low
Q28_B,028_B,28,Core,1.15,ValuesLifestyle,IntentAlignment,B,"I act normal, but I'm already shifting. If you could do that once, you'll do it again. I don't wait for repeats.",Icebox,,0.36,0.28,0.76,0.4,0.6080000000000001,0.2286293333333333,0.6875,0.6014666666666667,0.0,0.0,0.3333333333333333,0.2,0.5610208338624338,0.7161908786666666,0.1123925333333333,Low,Medium,High,Selective,Avoidant,Delay,Mixed,Mixed,Low
Q28_C,028_C,28,Core,1.15,ValuesLifestyle,IntentAlignment,C,"I ask directly. If you lie to my face, I'm done. I'd rather deal with a harsh truth than slow deceit.",Regulated Grown-Up,,0.9,0.92,0.74,1.0,0.974,0.018368,0.1875,0.9327999999999999,0.0,0.0,0.0,1.0,0.956688,0.5853981959999999,0.0036736,Low,High,Medium,Open,Direct,Co-repair,Slow-build,Calm-seeking,Low
Q28_D,028_D,28,Core,1.15,ValuesLifestyle,IntentAlignment,D,"I make a sarcastic comment or drop a subtle clue that I saw it, just to see how they react.",Performer,,0.56,0.92,0.74,0.4,0.5128571428571429,0.3184179047619047,0.625,0.6337333333333333,0.0,0.5714285714285714,0.3333333333333333,0.2,0.6014306962962963,0.5844392986666666,0.2446359619047619,Low,Medium,Medium,Measured,Indirect,Re-engage,Mixed,Mixed,Low
Q28_E,028_E,28,Core,1.15,ValuesLifestyle,IntentAlignment,E,I question myself first. Maybe I misunderstood. Maybe they had a reason. I spiral before I speak.,Romantic Idealist,,0.74,0.48,0.62,0.2,0.5142857142857142,0.1836148571428572,0.7499999999999999,0.5445333333333333,0.0,0.3571428571428572,0.0,0.2,0.5230719534391535,0.5889287839999999,0.1081515428571429,Low,Low,Medium,Selective,Emotional,Delay,Mixed,Calm-seeking,Low
Q29_A,029_A,29,Core,1.15,ValuesLifestyle,IntentAlignment,A,"I match the shift. You move less, I move less. I'm not here to overextend where I'm not met.",Icebox,,0.36,0.28,0.76,0.4,0.648,0.109696,0.6875,0.6281333333333333,0.0,0.0,0.0,0.2,0.5689023153439154,0.719521012,0.0219392,Low,Medium,High,Selective,Avoidant,Delay,Mixed,Mixed,Low
Q29_B,029_B,29,Core,1.15,ValuesLifestyle,IntentAlignment,B,"I keep the conversations going, but lighter. I don't want to ask directly, I'd rather just try to stay in their world a bit longer.",Phantom Seeker,,0.74,0.74,0.7,0.2,0.5222857142857142,0.1773988571428572,0.625,0.5885333333333332,0.0,0.3571428571428572,0.0,0.2,0.5554135534391534,0.5420278319999999,0.1069083428571429,Low,Medium,Low,Selective,Emotional,Re-engage,Mixed,Calm-seeking,Low
Q29_C,029_C,29,Core,1.15,ValuesLifestyle,IntentAlignment,C,"I bring it up. I don't like guessing games. If we're drifting, I'd rather name it than pretend it's not happening.",Regulated Grown-Up,,0.9,0.92,0.74,1.0,0.9406666666666667,0.1174791111111111,0.1875,0.9105777777777777,0.0,0.0,0.2777777777777778,1.0,0.950120098765432,0.5826230848888888,0.07905137777777778,Low,High,Medium,Open,Direct,Co-repair,Slow-build,Calm-seeking,Low
Q29_D,029_D,29,Core,1.15,ValuesLifestyle,IntentAlignment,D,"I start mentally preparing for the end. I've seen this before, distance always comes before the goodbye.",Survivor,,0.74,0.74,0.72,0.4,0.6362857142857142,0.1535188571428572,0.4374999999999999,0.6643999999999999,0.0,0.3571428571428572,0.0,0.4,0.6447534476190476,0.5157839719999999,0.1021323428571429,Low,Medium,Low,Measured,Emotional,Re-engage,Mixed,Calm-seeking,Low
Q29_E,029_E,29,Core,1.15,ValuesLifestyle,IntentAlignment,E,"I start monitoring everything, timing, wording, vibe. I try to pinpoint exactly when the shift started.",Analyzer,,0.68,0.74,0.72,0.6,0.708,0.1938213333333333,0.5,0.7008,0.0,0.0,0.3333333333333333,0.6,0.7190044063492063,0.5879130026666666,0.1054309333333333,Low,High,Medium,Measured,Logical,Re-engage,Slow-build,Calm-seeking,Low
Q30_A,030_A,30,Core,1.15,ValuesLifestyle,IntentAlignment,A,"I laugh it off like I wasn't being serious. Then I close that part of myself off, probably for good.",Icebox,,0.36,0.28,0.76,0.4,0.648,0.109696,0.6875,0.6281333333333333,0.0,0.0,0.0,0.2,0.5689023153439154,0.719521012,0.0219392,Low,Medium,High,Selective,Avoidant,Delay,Mixed,Mixed,Low
Q30_B,030_B,30,Core,1.15,ValuesLifestyle,IntentAlignment,B,I over-explain myself. I try to make it less intense so maybe they'll lean back in. I just hate the silence.,Phantom Seeker,,0.74,0.74,0.7,0.2,0.4582857142857142,0.1875588571428572,0.625,0.5518666666666666,0.0,0.3571428571428572,0.0,0.0,0.5106158814814815,0.484543352,0.1089403428571429,Low,Low,Low,Selective,Emotional,Re-engage,Mixed,Calm-seeking,Low
Q30_C,030_C,30,Core,1.15,ValuesLifestyle,IntentAlignment,C,"I say something direct, ""That wasn't really the moment for that."" If I'm being real, I expect the same back.",Regulated Grown-Up,,0.9,0.92,0.74,1.0,0.974,0.01956800000000002,0.1875,0.8961333333333332,0.0,0.0,0.0,1.0,0.9408699724867723,0.539364596,0.003913600000000004,Low,High,Low,Open,Direct,Co-repair,Slow-build,Calm-seeking,Low
Q30_D,030_D,30,Core,1.15,ValuesLifestyle,IntentAlignment,D,I flip the energy fast. I shift into playful or sarcastic too. It's easier to hide behind the bit than stay vulnerable alone.,Performer,,0.56,0.48,0.62,0.2,0.4462857142857143,0.3087961904761905,0.9375,0.5257333333333333,0.0,0.3571428571428572,0.3333333333333333,0.0,0.4910228994708995,0.7131962066666666,0.1998544761904762,Low,Low,High,Selective,Indirect,Delay,Mixed,Mixed,Low
Q30_E,030_E,30,Core,1.15,ValuesLifestyle,IntentAlignment,E,"I retreat a little, but I take note. That kind of reaction stings more than I'll admit, and I don't forget it.",Quiet Exit,,0.36,0.28,0.76,0.4,0.5840000000000001,0.119856,0.625,0.5914666666666666,0.0,0.0,0.0,0.0,0.5241046433862435,0.6330990320000001,0.0239712,Low,Low,Medium,Selective,Avoidant,Delay,Mixed,Mixed,Low
Q31_A,031_A,31,Core,1.15,ValuesLifestyle,IntentAlignment,A,"I let it pass. If they're not saying anything, maybe it wasn't that deep.",Icebox,,0.36,0.28,0.76,0.4,0.6119999999999999,0.114736,0.6875,0.5914666666666666,0.0,0.0,0.0,0.2,0.5539541671957672,0.676179892,0.0229472,Low,Medium,Medium,Selective,Avoidant,Delay,Mixed,Mixed,Low
Q31_B,031_B,31,Core,1.15,ValuesLifestyle,IntentAlignment,B,"I sit with it for a while, overthinking every part. I want to apologize, but I'm scared it'll make it worse.",Phantom Seeker,,0.74,0.74,0.7,0.2,0.4582857142857142,0.1875588571428572,0.625,0.5518666666666666,0.0,0.3571428571428572,0.0,0.0,0.5106158814814815,0.484543352,0.1089403428571429,Low,Low,Low,Selective,Emotional,Re-engage,Mixed,Calm-seeking,Low
Q31_C,031_C,31,Core,1.15,ValuesLifestyle,IntentAlignment,C,"I bring it up myself. Even if they say it's fine, I want them to know I saw it.",Regulated Grown-Up,,0.9,0.92,0.74,1.0,0.974,0.01956800000000002,0.1875,0.8961333333333332,0.0,0.0,0.0,1.0,0.9408699724867723,0.539364596,0.003913600000000004,Low,High,Low,Open,Direct,Co-repair,Slow-build,Calm-seeking,Low
Q31_D,031_D,31,Core,1.15,ValuesLifestyle,IntentAlignment,D,"I drop hints that I noticed, like being extra nice or saying, ""You good?"" Hoping they'll give me a way back in.",Performer,,0.56,0.48,0.62,0.4,0.5622857142857143,0.1725028571428572,0.9375,0.5883999999999999,0.0,0.3571428571428572,0.0,0.2,0.5645541587301588,0.7170124199999999,0.1059291428571429,Low,Medium,High,Selective,Indirect,Delay,Mixed,Mixed,Low
Q31_E,031_E,31,Core,1.15,ValuesLifestyle,IntentAlignment,E,I kind of punish myself internally. I tell myself this is why people pull away from me.,Survivor,,0.74,0.74,0.72,0.2,0.4482857142857143,0.3022921904761905,0.4374999999999999,0.5284,0.0,0.3571428571428572,0.3333333333333333,0.2,0.5251112888888889,0.3972183186666666,0.1985536761904762,Low,Low,Very Low,Selective,Emotional,Re-engage,Mixed,Calm-seeking,Low
Q32_A,032_A,32,Core,1.15,ValuesLifestyle,IntentAlignment,A,"I pull back immediately. If I feel one-sided energy, I shut it down without warning.",Icebox,,0.36,0.28,0.76,0.6,0.6160000000000001,0.3329226666666667,0.6875,0.6107999999999999,0.0,0.0,0.6666666666666666,0.2,0.6051542095238095,0.7272706653333334,0.1999178666666667,Low,Medium,High,Measured,Avoidant,Delay,Mixed,Mixed,Low
Q32_B,032_B,32,Core,1.15,ValuesLifestyle,IntentAlignment,B,"I start wondering what I did wrong. Maybe I'm overstepping, so I ease up and wait for them to miss me.",Phantom Seeker,,0.74,0.74,0.7,0.2,0.4462857142857143,0.3013721904761905,0.625,0.5618666666666666,0.0,0.3571428571428572,0.3333333333333333,0.2,0.5435320719576721,0.5273565786666666,0.1983696761904762,Low,Low,Low,Selective,Emotional,Re-engage,Mixed,Calm-seeking,Low
Q32_C,032_C,32,Core,1.15,ValuesLifestyle,IntentAlignment,C,"I bring it up casually ""Hey, I've been doing a lot of the reaching out lately. Everything good?""",Regulated Grown-Up,,0.9,0.92,0.74,1.0,0.974,0.01956800000000002,0.1875,0.8961333333333332,0.0,0.0,0.0,1.0,0.9408699724867723,0.539364596,0.003913600000000004,Low,High,Low,Open,Direct,Co-repair,Slow-build,Calm-seeking,Low
Q32_D,032_D,32,Core,1.15,ValuesLifestyle,IntentAlignment,D,"I keep doing it, honestly. If I care, I'd rather carry it than risk the connection falling off.",Fixer,,0.74,0.74,0.72,0.2,0.4882857142857143,0.1833588571428572,0.5,0.5550666666666667,0.0,0.3571428571428572,0.0,0.2,0.5329927703703705,0.429485952,0.1081003428571429,Low,Low,Low,Selective,Emotional,Re-engage,Mixed,Calm-seeking,Low
Q32_E,032_E,32,Core,1.15,ValuesLifestyle,IntentAlignment,E,"I start getting passive-aggressive, short replies, less effort, hoping they'll notice and step up.",Performer,,0.56,0.48,0.62,0.0,0.3008571428571428,0.4846952380952381,0.9375,0.4264,0.0,0.5714285714285714,0.6666666666666666,0.0,0.4066926984126985,0.6510710333333334,0.3445580952380952,Medium,Low,Medium,Selective,Indirect,Delay,Rush-risk,Mixed,Low
Q33_A,033_A,33,Core,1.15,CommitmentPace,IntentAlignment,A,"I slowly drift. Less texts, less talk, hoping they get the hint without me having to say it",Quiet Exit,,0.36,0.28,0.76,0.4,0.6119999999999999,0.114736,0.625,0.5914666666666666,0.0,0.0,0.0,0.2,0.5539541671957672,0.6472423919999999,0.0229472,Low,Medium,Medium,Selective,Avoidant,Delay,Mixed,Mixed,Low
Q33_B,033_B,33,Core,1.15,CommitmentPace,IntentAlignment,B,"I still show up, but colder. I make it easier for them to walk away first.",Icebox,,0.36,0.28,0.76,0.4,0.5306666666666666,0.2784337777777778,0.6875,0.5559111111111111,0.0,0.0,0.4444444444444445,0.0,0.5135960014109348,0.6575963542222223,0.1445756444444445,Low,Low,Medium,Selective,Avoidant,Delay,Mixed,Mixed,Low
Q33_C,033_C,33,Core,1.15,CommitmentPace,IntentAlignment,C,"I stay a little longer than I mean to. I don't want to hurt them, and part of me feels responsible for how they feel.",Fixer,,0.74,0.92,0.72,0.4,0.5869523809523809,0.1958753015873016,0.4374999999999999,0.6404444444444444,0.0,0.3571428571428572,0.1111111111111111,0.4,0.6397036373897708,0.4573979915555555,0.132825853968254,Low,Medium,Low,Measured,Emotional,Re-engage,Mixed,Calm-seeking,Low
Q33_D,033_D,33,Core,1.15,CommitmentPace,IntentAlignment,D,"I avoid the conversation by blaming timing or saying ""I'm just not in the right headspace,"" even if that's not the full truth.",Performer,,0.56,0.48,0.62,0.2,0.4102857142857143,0.3150361904761905,0.9375,0.4890666666666667,0.0,0.3571428571428572,0.3333333333333333,0.0,0.4679674497354498,0.6558214866666667,0.2011024761904762,Low,Low,Medium,Selective,Indirect,Delay,Mixed,Mixed,Low
Q33_E,033_E,33,Core,1.15,CommitmentPace,IntentAlignment,E,"I act casual, like we're just vibing, but inside I'm already out. I don't like being the one to say it.",Phantom Seeker,,0.74,0.74,0.7,0.0,0.3702857142857143,0.3199321904761905,0.625,0.4892,0.0,0.3571428571428572,0.3333333333333333,0.0,0.4588268444444443,0.4808368986666666,0.2020816761904762,Low,Low,Low,Selective,Emotional,Re-engage,Rush-risk,Calm-seeking,Low
Q34_A,034_A,34,Core,1.15,CommitmentPace,IntentAlignment,A,I don't say a word. I just clock it and start shifting out. I don't play loyalty with users.,Icebox,,0.36,0.28,0.76,0.6,0.6826666666666666,0.1347004444444445,0.6875,0.6552444444444444,0.0,0.0,0.1111111111111111,0.2,0.6182900119929452,0.7328208875555557,0.04916231111111112,Low,Medium,High,Measured,Avoidant,Delay,Slow-build,Mixed,Low
Q34_B,034_B,34,Core,1.15,CommitmentPace,IntentAlignment,B,"I try to be okay with it, but it messes with my head. I keep wondering if I'm reading too much into it.",Phantom Seeker,,0.74,0.74,0.7,0.2,0.5222857142857142,0.1773988571428572,0.625,0.5885333333333332,0.0,0.3571428571428572,0.0,0.2,0.5554135534391534,0.5420278319999999,0.1069083428571429,Low,Medium,Low,Selective,Emotional,Re-engage,Mixed,Calm-seeking,Low
Q34_C,034_C,34,Core,1.15,CommitmentPace,IntentAlignment,C,"I adjust. If they only come around for certain things, I act like that's all I want too.",Performer,,0.56,0.48,0.62,0.2,0.4102857142857143,0.3150361904761905,0.9375,0.4890666666666667,0.0,0.3571428571428572,0.3333333333333333,0.0,0.4679674497354498,0.6558214866666667,0.2011024761904762,Low,Low,Medium,Selective,Indirect,Delay,Mixed,Mixed,Low
Q34_D,034_D,34,Core,1.15,CommitmentPace,IntentAlignment,D,I make excuses for them. Maybe they're going through something. Maybe they don't even realize they're doing it.,Fixer,,0.74,0.92,0.72,0.2,0.4882857142857143,0.1798308571428572,0.4374999999999999,0.5766666666666667,0.0,0.3571428571428572,0.0,0.2,0.5536255703703703,0.4006472359999999,0.1073947428571429,Low,Medium,Low,Measured,Emotional,Re-engage,Mixed,Calm-seeking,Low
Q34_E,034_E,34,Core,1.15,CommitmentPace,IntentAlignment,E,"I start testing it, pull back on what I give and see how long it takes for them to disappear.",Analyzer,,0.68,0.74,0.72,0.8,0.712,0.412008,0.5,0.7201333333333333,0.0,0.0,1.0,0.6,0.7702044486772486,0.6390037759999999,0.2824016,Low,High,Medium,Measured,Logical,Re-engage,Slow-build,Mixed,Low
Q35_A,035_A,35,Core,1.15,CommitmentPace,IntentAlignment,A,I get quiet. My instinct is to pull away until I can think through what they said.,Icebox,,0.36,0.28,0.76,0.4,0.6119999999999999,0.114736,0.6875,0.5914666666666666,0.0,0.0,0.0,0.2,0.5539541671957672,0.676179892,0.0229472,Low,Medium,Medium,Selective,Avoidant,Delay,Mixed,Mixed,Low
Q35_B,035_B,35,Core,1.15,CommitmentPace,IntentAlignment,B,"I feel awful. I start apologizing right away, even if I don't fully understand it yet.",Phantom Seeker,,0.74,0.74,0.7,0.4,0.5569523809523809,0.2024033015873016,0.625,0.6523111111111111,0.0,0.3571428571428572,0.1111111111111111,0.2,0.6157493982363316,0.5873277075555555,0.134131453968254,Low,Medium,Medium,Measured,Emotional,Re-engage,Mixed,Mixed,Low
Q35_C,035_C,35,Core,1.15,CommitmentPace,IntentAlignment,C,"I get defensive at first. Then I think about it later, sometimes for way too long.",Analyzer,,0.68,0.74,0.72,0.4,0.6362857142857142,0.1546948571428571,0.5,0.6547999999999999,0.0,0.3571428571428572,0.0,0.4,0.6375931809523809,0.543008544,0.1023675428571429,Low,Medium,Low,Measured,Logical,Re-engage,Mixed,Calm-seeking,Low
Q35_D,035_D,35,Core,1.15,CommitmentPace,IntentAlignment,D,"I try to fix it immediately, ask what they need, how I can make it right. I don't want them sitting in pain.",Fixer,,0.74,0.92,0.72,1.0,0.972,0.02298400000000001,0.4374999999999999,0.8673333333333333,0.0,0.0,0.0,1.0,0.9211412613756613,0.6478389479999999,0.004596800000000002,Low,High,Medium,Open,Emotional,Co-repair,Slow-build,Calm-seeking,Low
Q35_E,035_E,35,Core,1.15,CommitmentPace,IntentAlignment,E,"I make a joke or shift the vibe. I hate heavy stuff, so I try to steer it back to calm",Performer,,0.56,0.48,0.62,0.2,0.4512380952380952,0.2108901587301588,0.9375,0.5068444444444444,0.0,0.2142857142857143,0.1111111111111111,0.0,0.4795455802469136,0.6587375755555556,0.1072573968253968,Low,Low,Medium,Selective,Indirect,Delay,Mixed,Mixed,Low
Q36_A,036_A,36,Core,1.15,CommitmentPace,IntentAlignment,A,"I start comparing myself to the person they picked, quietly trying to figure out what they had that I didn't.",Analyzer,,0.68,0.74,0.72,0.4,0.5722857142857143,0.1648548571428571,0.5,0.6181333333333332,0.0,0.3571428571428572,0.0,0.2,0.5927955089947091,0.485524064,0.1043995428571429,Low,Medium,Low,Measured,Logical,Re-engage,Mixed,Calm-seeking,Low
Q36_B,036_B,36,Core,1.15,CommitmentPace,IntentAlignment,B,"I shut down emotionally. If that wasn't enough, then nothing will be.",Icebox,,0.36,0.28,0.76,0.0,0.3374285714285714,0.2962342857142857,0.6875,0.4094666666666667,0.0,0.7857142857142857,0.0,0.0,0.3475642751322752,0.4966979400000001,0.2163897142857143,Low,Very Low,Low,Guarded,Avoidant,Suppress,Rush-risk,Calm-seeking,Low
Q36_C,036_C,36,Core,1.15,CommitmentPace,IntentAlignment,C,"I act like I'm fine, but I replay everything. I wonder if I was too much or not enough.",Phantom Seeker,,0.74,0.74,0.7,0.2,0.5222857142857142,0.1773988571428572,0.625,0.5885333333333332,0.0,0.3571428571428572,0.0,0.2,0.5554135534391534,0.5420278319999999,0.1069083428571429,Low,Medium,Low,Selective,Emotional,Re-engage,Mixed,Calm-seeking,Low
Q36_D,036_D,36,Core,1.15,CommitmentPace,IntentAlignment,D,"I make a joke about it or post something slick. If I'm gonna lose, I'm losing with style",Performer,,0.56,0.48,0.62,0.2,0.51,0.2436293333333333,0.9375,0.5257333333333333,0.0,0.0,0.3333333333333333,0.2,0.517352601058201,0.7150208786666665,0.1153925333333333,Low,Low,High,Selective,Indirect,Re-engage,Mixed,Mixed,Low
Q36_E,036_E,36,Core,1.15,CommitmentPace,IntentAlignment,E,"I convince myself it was never real to begin with. If it was, they wouldn't have left.",Survivor,,0.74,0.74,0.72,0.4,0.7,0.088352,0.4374999999999999,0.6643999999999999,0.0,0.0,0.0,0.6,0.6710831492063493,0.517608644,0.0176704,Low,Medium,Low,Measured,Emotional,Co-repair,Slow-build,Calm-seeking,Low
Q37_A,037_A,37,Core,1.2,CommitmentPace,IntentAlignment,A,"I analyze it in my head, trying to figure out if I even should be this upset. I don't trust my first reaction.",Analyzer,,0.68,0.74,0.72,0.6,0.7839999999999999,0.06984800000000001,0.5,0.7274666666666666,0.0,0.0,0.0,0.6,0.7308858878306878,0.6025842559999999,0.0139696,Low,High,Medium,Measured,Logical,Re-engage,Slow-build,Calm-seeking,Low
Q37_B,037_B,37,Core,1.2,CommitmentPace,IntentAlignment,B,I shift the conversation fast or start asking questions about them. I'd rather be in control of the vibe than risk them seeing me spiral.,Performer,,0.56,0.48,0.62,0.2,0.4791428571428571,0.2022914285714286,0.9375,0.5524,0.0,0.4285714285714285,0.0,0.0,0.4957424761904763,0.7161783399999999,0.1261725714285714,Low,Low,High,Selective,Indirect,Delay,Mixed,Mixed,Low
Q37_C,037_C,37,Core,1.2,CommitmentPace,IntentAlignment,C,I act extra calm or even helpful. I overcorrect so no one sees the mess I'm carrying underneath.,Fixer,,0.74,0.92,0.72,0.4,0.6362857142857142,0.1499908571428571,0.4374999999999999,0.6859999999999999,0.0,0.3571428571428572,0.0,0.4,0.6653862476190477,0.515882756,0.1014267428571429,Low,Medium,Low,Measured,Emotional,Re-engage,Mixed,Calm-seeking,Low
Q37_D,037_D,37,Core,1.2,CommitmentPace,IntentAlignment,D,"I pretend I'm fine, but inside I'm spiraling. I don't say anything, just shut down and let it fester.",Phantom Seeker,,0.74,0.74,0.7,0.0,0.2914285714285714,0.3995436190476191,0.625,0.4892,0.0,0.7857142857142857,0.3333333333333333,0.0,0.4358554158730158,0.4674077786666667,0.3037182476190476,Medium,Low,Low,Selective,Emotional,Delay,Rush-risk,Calm-seeking,Low
Q37_E,037_E,37,Core,1.2,CommitmentPace,IntentAlignment,E,"I go cold. I don't mean to, but I get short or distant until I can reset.",Icebox,,0.36,0.28,0.76,0.2,0.3957142857142857,0.3694304761904762,0.6875,0.4921333333333334,0.0,0.6428571428571429,0.3333333333333333,0.0,0.4320250582010582,0.5978484466666667,0.2691241904761905,Low,Low,Medium,Selective,Avoidant,Suppress,Rush-risk,Mixed,Low
Q38_A,038_A,38,Core,1.2,CommitmentPace,IntentAlignment,A,"I act normal on the surface, but I start scanning everything they say after that, looking for proof they meant it.",Analyzer,,0.68,0.74,0.72,0.6,0.7839999999999999,0.06984800000000001,0.5,0.7274666666666666,0.0,0.0,0.0,0.6,0.7308858878306878,0.6025842559999999,0.0139696,Low,High,Medium,Measured,Logical,Re-engage,Slow-build,Calm-seeking,Low
Q38_B,038_B,38,Core,1.2,CommitmentPace,IntentAlignment,B,"I keep it light. They think they're seeing the real me, but I know what I hold back.",Performer,,0.56,0.48,0.62,0.4,0.5694285714285714,0.1600742857142857,0.9375,0.5883999999999999,0.0,0.2857142857142857,0.0,0.2,0.5677160634920635,0.7173604199999999,0.08915771428571428,Low,Medium,High,Selective,Indirect,Delay,Mixed,Mixed,Low
Q38_C,038_C,38,Core,1.2,CommitmentPace,IntentAlignment,C,"I pull back a little. It's not that I don't want to be seen, it's that I don't trust what they'll do with it.",Icebox,,0.36,0.28,0.76,0.4,0.544,0.2387893333333334,0.6875,0.5648,0.0,0.0,0.3333333333333333,0.0,0.5162231619047619,0.6587063986666666,0.1144245333333334,Low,Low,Medium,Selective,Avoidant,Delay,Mixed,Mixed,Low
